,text,identity_attack_x,bias,target,category,rationale,race,religion,gender,lgbtq,political
2377,Usually sex crimes against children are perpetrated by white people. That is my personal experience.  Are you a sexual predator?,0.625,1,whites,race,prejudice against whites,1,0,0,0,0
2378,He should be incarcerated with the Muslim population at Guantanamo Bay.,0.6,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2379,Ignorant white guymoron firstmake him read later.Asshole ,0.742424242,1,whites,race,prejudice against whites,1,0,0,0,0
2380,Ive said it many times before and Ill say it again. America learned to walk on violence. Like a toddler. Slavery and the wanton killing of Black slaves for standing up to their white owners begat murder and mayhem. Killing Native Americans at will and for their lands came next. There is no other explanation. A nation brought up on a murderous legacy is what we are dealing with now. Until America turns to face itself on all these counts nothing will change.,0.5,1,"america,blacks,whites",race,prejudice against and towards races,1,0,0,0,0
2381,Allie has a point for some there is hatred of military presence in Hawaii and some might be targeting them because of their race.  The murdered serviceman was African American.,0.5,1,blacks,race,prejudice against blacks,1,0,0,0,0
2382,Toronto City council needs to clear out these Neanderthals. Same old same old. Cant work with women.,0.6,1,women,gender,prejudice against women,0,0,1,0,0
2383,You crack me up with your clever deflections that anyone can see through. Very few black women are impregnated by whites. What are you an effing ignoramus?  And furthermore are you saying that overall white people dont murder? Think that one over. Dont lay anymore turds on this site please Im beginning to think youre not too bright my friend,0.5,0,,none,,0,0,0,0,0
2384,Yeah pretty stupid blackwhite picture of the world its characteristic for autistic children. We are good and very smart... because we are western people. Russians are evil and blind.... because they are Russians. Your imagination is the only fakes of the Western media  you live in a dream world. Wake up.,0.6,0,,none,,0,0,0,0,0
2385,All one has to do to understand BLM is look to Africa where blacks run the continent. What a laugh blacks do not understand equality they do understand violence and something for nothing .,0.628571429,1,blacks,race,prejudice against blacks,1,0,0,0,0
2386,Look for more black me to be shot in their beds and for more cops to be shot.,0.746666667,1,blacks,race,prejudice towards blacks,1,0,0,0,0
2387,I am gay too  so I can say you are quite  fascist in  your determination to  eradicate the rights of others ie the right of the School Board to say no. If an Islamic madras had refuse the gender bending play  or if Muslim parents had objected you would  say nothing . Even today in Toronto they teach  children in mosques that gays  must die yet you say nothing.,0.628571429,1,"muslims,gays","religion,lgbtq",prejudice against muslims and gays,0,1,0,1,0
2388,WTF?  Hes Jewish and should be well aware that lineage is traced through the female line.  Second what kind of message does this send to his daughters?  Sorry girls you arent good enough for me.  I need a son.,0.275,1,women,gender,prejudice against women,0,0,1,0,0
2389,Um I think theyre referring to the ideology and the cultural assumptions of white supremacy.,0.7,1,whites,race,prejudice against whites,1,0,0,0,0
2390,shows who the liberals would rather support a murdering muslim terrorist or a   christian family who lost thier father this story is so fucking disgusting someone needs to knock off trudeau quickly.,0.528571429,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2391,So you hate blacks?,0.513157895,0,,none,,0,0,0,0,0
2392,Kids are intelligent humans and as such need all the information we can provide for their physical and mental health. Dunleavys Taliban needs to just go away,0.5,0,,none,,0,0,0,0,0
2393,if you believe trannies are mentally healthy then you have lost touch with reality...its classic body dysmorphia involving mutilation selfharm acting out...obviously this CG idiot needs to be fired and forced out of normal society,0.629032258,1,transgenders,lgbtq,prejudice against transgenders,0,0,0,1,0
2394,Mo free stuff for black peoples,0.523076923,1,blacks,race,prejudice towards blacks,1,0,0,0,0
2395,You do realize if the Muslims were a majority  ALL women would HAVE to wear face coverings or be stoned When the Muslims are in the Minority they scream about their rights When the Muslims are in the Majority there are NO rights,0.528571429,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2396,muslimfree pass for wrong doing,1.0,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2397,Sex is a product of lust not love.  It is my understanding that for many homosexuals lust is equated with love and that they rationalize that penetrating a samesex partner is an expression of love.  The 2am crowd at the local gay bar is filled with guys who are quickly falling in love.,0.5,1,homosexuals,lgbtq,prejudice against homosexuals,0,0,0,1,0
2398,6 Muslim men were just shot in their mosque while they were praying by a right wing lunatic and you want to play silly bugggers know nothing its all the lefts fault?  Take your silly bugggers game elsewhere Thinker.,0.285714286,0,,none,,0,0,0,0,0
2399,Meanwhile in Canada  the muslims are going on and on about how they are oppressed to be here.,0.5,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2400,Who is doing the slaughtering? Who is causing them to flee for their lives? Muslims kill other muslims all the time. Your ignorance can only be willful at this point.,0.5875,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2401,So were supposed to tolerate radical muslims trying to kill us?,0.714285714,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2402,Hey Lil Dicky how stupid are you its because black people are sent to jail 10 times more than white people its called white privilege you racist piece of shit,0.603448276,1,"blacks,whites",race,prejudice against blacks and towards whites,1,0,0,0,0
2403,The Muslim are joining SJWs to hide behind their global agenda and racism and are really just racist fascist haters of infidels. hating white people isnt racism its discrimination... You cant be a white hater and racist. WOW Next she will culling Christians... This is one very dangerous person,0.657142857,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2404,The DSM once considered homosexuality a mental disorder.   That changed with further understanding.,0.272727273,0,,none,,0,0,0,0,0
2405,This idiot conveniently lumps a whole cast of characters into the Religious Right It is nothing other than a hit piece on Christians and I dont care if he was a Bush adviser.,0.279411765,0,,none,,0,0,0,0,0
2406,I said before that CI Catholic Institution survives mainly on the support from women CI clergies commit two strikes against women: 1.	CI clergies raped her children 2.	They are incurable misogyny openly for over twenty centuries,0.5,1,"catholics,women","religion,race",prejudice against catholics and whites,1,1,0,0,0
2407,We must build a wall to keep these transgendered sheeplovers from invading the Homeland and forcing their boiled food on us,0.608108108,1,transgenders,lgbtq,prejudice towards transgenders,0,0,0,1,0
2408,The name was only ever an ironic icing to a shitcake of gentrification. Changing the name doesnt change the fact that the restaurant aims to glorify one of the biggest and most destructive colonial forces in history in one of Portlands historically black neighborhoods.,0.271604938,0,,none,,0,0,0,0,0
2409,You are still writing about Jesse Jackson and Al Sharpton?  I thought you were going to come up with new black folks to whine about.  No black friends?,0.6,1,blacks,race,prejudice against blacks,1,0,0,0,0
2410,Sure...right after the IRS investigates all those leftwing Negro ministers and leftwing Jew rabbis.,0.614285714,0,,none,,0,0,0,0,0
2411,Why cant we say itwhite male terrorist,0.9,1,whites,race,prejudice against whites,1,0,0,0,0
2412,Americanism as in Nationalism as in White Aryan Supremacy as in German Heritage as in Fascism as in Nazism as in Slavery as in Holocaust as in Death and Destruction as in 4 Horses of the Apocalypse.,0.5,1,whites,race,prejudice against whites,1,0,0,0,0
2413,I dare you to call Islam a criminal organization that preys on the weak.,0.8,1,muslims,religion,prejudice against muslims,0,1,0,0,0
2414,Jonnie Austen is a stage name that I used when I was an actor in L.A. so you are also gay?,0.5,1,gays,lgbtq,prejudice against gays,0,0,0,1,0
2415,Considering the doctrine is itself the issue that is the case.   One cannot both be pastoral and uphold the doctrine because the doctrine is sexist and homophobic and exclusionary of real people.,0.5,0,,none,,0,0,0,0,0
2416,You all are pedo loving pussys i know this comment will get rejected like my last but thats okay you still see it when you say it isnt civil. SHOOT ALL THE PEDOS AND NIGGERS,0.90992259,1,blacks,race,prejudice against blacks,1,0,0,0,0
2417,Is Santiago another white Hispanic?  Is he related to Zimmerman?,0.5,0,,none,,0,0,0,0,0
2418,Yet had this punk regardless of his color shot an innocent person people would be up in arms at the police for not stopping crime. Oh wait thats only if the perp was white and killed a black person. Its okay of black people kill other black people. Just look at Chicago.,0.6625,1,blacks,race,prejudice against blacks,1,0,0,0,0
2419,My point still stands:   you would have made a better case if you gave a few cases of people whose lives were actually destroyed by using marijuana.  You dont think peoples lives have been destroyed through the judicial system?  We have too many people in jail and most is due to the war on drugs.  Shortsighted and stupid.   We need to stop funding the worlds largest prison industrial complex.  And yes people have gone to jail for just smoking a joint.  They tend to be black.,0.6,1,blacks,race,prejudice against blacks,1,0,0,0,0
